"","block","streetName","streetType","stretTypeNum","streetDirection","overall","crack","patch","length","width","dateRated","dateLastOverlay","flushOil","flushOilNum","class","classnum","pavement","streetID","NumofYrs","predict"
"581",100,"HERZ","ST",3,"",8,4,5,528,NA,"4/14/2016",2005,"O",2,"Local",1,"3",12580644,"11",8
"582",100,"HIAWATHA","BLVD",10,"E",3,2,2,540,47,"4/14/2016",1985,"F",3,"MA",3,"6",12575233,"31",3
"583",100,"HIAWATHA","BLVD",10,"W",5,3,3,1650,59,"4/15/2016",1985,"F",3,"MA",3,"6",12575227,"31",5
"584",100,"HIER","AVE",6,"",5,3,3,367,27,"4/14/2016",2001,"F",3,"Local",1,"6",12580114,"15",6
"585",100,"HIGH","ST",3,"",6,3,4,370,29,"4/14/2016",2001,"O",2,"Local",1,"3",12580212,"15",6
"586",100,"HIGHLAND","AVE",6,"",5,3,2,642,33,"4/15/2016",1999,"F",3,"Local",1,"6",12580092,"17",5
"587",100,"HIGHLAND","PL",1,"",7,4,5,264,18,"4/14/2016",1985,"O",2,"Local",1,"3",12580082,"31",7
"588",100,"HIGHLAND","ST",3,"",4,2,3,324,32,"4/14/2016",1985,"F",3,"Local",1,"6",12580090,"31",4
"589",100,"HIGHRIDGE","DR",4,"",5,3,5,739,21,"3/15/2016",1985,"O",2,"Local",1,"3",12572267,"31",7
"590",100,"HIGHRIDGE","PL",1,"",4,2,4,150,30,"3/15/2016",2002,"O",2,"Local",1,"3",13002123,"14",5
"591",100,"HILLCREST","RD",5,"",5,2,4,464,24,"5/14/2016",1985,"O",2,"Local",1,"3",12578531,"31",5
"592",100,"HILLSBORO","PKWY",9,"",6,3,4,843,42,"6/15/2016",1985,"O",2,"Local",1,"3",12578901,"31",6
"593",100,"HILLSBORO","PKWY",9,"",6,3,4,843,42,"6/15/2016",1985,"O",2,"Local",1,"3",12578897,"31",6
"594",100,"HILLSBORO","PKWY",9,"",5,3,4,670,NA,"5/14/2016",1985,"O",2,"Local",1,"3",12578901,"31",6
"595",100,"HILLSBORO","PKWY",9,"",5,3,4,670,NA,"5/14/2016",1985,"O",2,"Local",1,"3",12578897,"31",6
"596",100,"HILLSDALE","AVE",6,"",4,3,3,895,27,"4/14/2016",1985,"O",2,"Local",1,"3",12581068,"31",6
"597",100,"HILLSIDE","ST",3,"",6,3,3,324,27,"4/15/2016",1989,"O",2,"Local",1,"3",12580626,"27",6
"598",100,"HILLTOP","RD",5,"",4,4,1,370,24,"3/15/2016",2002,"O",2,"Local",1,"3",12572279,"14",5
"599",100,"HILLVIEW","AVE",6,"",3,2,3,280,27,"6/14/2016",1999,"F",3,"Local",1,"6",12572070,"17",5
"600",100,"HILTON","RD",5,"",6,3,4,372,27,"6/15/2016",1985,"O",2,"Local",1,"3",12564378,"31",6
"601",100,"HIXSON","AVE",6,"",4,2,2,495,27,"4/15/2016",1999,"F",3,"Local",1,"6",12580432,"17",4
"602",100,"HOBART","AVE",6,"",5,2,1,820,22,"5/14/2016",2000,"O",2,"Local",1,"3",12576764,"16",4
"603",100,"HOEFLER","ST",3,"",6,3,3,774,NA,"4/14/2016",1999,"O",2,"Local",1,"3",12573028,"17",6
"604",100,"HOEFLER","ST",3,"",6,3,3,774,NA,"4/14/2016",1999,"O",2,"Local",1,"3",13020702,"17",6
"605",100,"HOLDEN","ST",3,"",8,4,5,1003,22,"4/14/2016",1985,"O",2,"Local",1,"3",13020700,"31",8
"606",100,"HOLDEN","ST",3,"",8,4,5,1003,22,"4/14/2016",1985,"O",2,"Local",1,"3",12573025,"31",8
"607",100,"HOLDEN","ST",3,"",8,4,5,1003,22,"4/14/2016",1985,"O",2,"Local",1,"3",13020701,"31",8
"608",100,"HOLLAND","ST",3,"",8,4,5,636,25,"4/14/2016",2011,"F",3,"Local",1,"6",12573303,"5",8
"609",100,"HOMECROFT","RD",5,"",8,4,5,872,28,"4/15/2016",1999,"O",2,"Local",1,"3",12581227,"17",7
"610",100,"HOOD","AVE",6,"",5,2,3,880,27,"4/15/2016",1985,"F",3,"Local",1,"6",12580617,"31",4
"611",100,"HOPE","AVE",6,"",7,3,4,807,26,"9/14/2016",1999,"O",2,"Local",1,"3",12576816,"17",6
"612",100,"HOPPER","RD",5,"",5,3,3,1584,30,"4/15/2016",1999,"O",2,"Local",1,"3",12571720,"17",6
"613",100,"HOUSTON","AVE",6,"",6,3,3,1415,NA,"5/14/2016",1985,"O",2,"Local",1,"3",12578528,"31",6
"614",100,"HOVEY","ST",3,"",5,3,2,714,20,"3/14/2016",1999,"O",2,"Local",1,"3",12573234,"17",5
"615",100,"HUBBELL","AVE",6,"",2,2,2,561,33,"3/15/2016",1985,"F",3,"Local",1,"3",12572989,"31",4
"616",100,"HUDSON","ST",3,"",8,4,4,954,28,"3/14/2016",2005,"F",3,"Local",1,"3",12573309,"11",8
"617",100,"HUGHES","PL",1,"N",6,3,4,528,24,"5/14/2016",1999,"O",2,"Local",1,"3",12577497,"17",6
"618",100,"HUNT","AVE",6,"",5,3,2,447,22,"6/14/2016",1985,"O",2,"Local",1,"3",12572141,"31",5
"619",100,"HUNT","AVE",6,"",5,3,2,447,22,"6/14/2016",1985,"O",2,"Local",1,"3",12572148,"31",5
"620",100,"HUNTER","AVE",6,"",6,3,5,528,29,"4/14/2016",2000,"O",2,"Local",1,"6",12573579,"16",6
"621",100,"HUNTER","AVE",6,"",6,3,5,528,29,"4/14/2016",2000,"O",2,"Local",1,"6",12573578,"16",6
"622",100,"HUNTINGTON","RD",5,"",6,3,3,432,27,"4/14/2016",2002,"O",2,"Local",1,"3",12572293,"14",6
"623",100,"HUNTLEY","ST",3,"",6,3,3,450,25,"4/14/2016",1999,"O",2,"Local",1,"3",12580632,"17",6
"624",100,"HURLBURT","RD",5,"",4,2,2,270,27,"5/14/2016",1985,"F",3,"Local",1,"6",13013257,"31",4
"625",100,"HURLBURT","RD",5,"",4,2,2,270,27,"5/14/2016",1985,"F",3,"Local",1,"6",12578856,"31",4
"626",100,"HURON","ST",3,"",8,4,5,686,28,"5/15/2016",2007,"F",3,"Local",1,"3",12573227,"9",8
"627",100,"HUTCHINSON","AVE",6,"",6,3,3,557,28,"6/14/2016",1999,"O",2,"Local",1,"6",12571917,"17",6
"628",100,"IDA","AVE",6,"",7,4,3,147,23,"6/15/2016",1985,"O",2,"Local",1,"3",12564362,"31",6
"629",100,"INTREPID","LN",8,"",7,3,4,788,26,"6/15/2016",1985,"O",2,"Local",1,"3",13002098,"31",6
"630",100,"INVERNESS","PL",1,"",7,3,5,75,27,"4/14/2016",2002,"O",2,"Local",1,"3",13006926,"14",7
"631",100,"ISABELLA","ST",3,"",8,3,5,377,27,"4/15/2016",2007,"F",3,"Local",1,"6",12575169,"9",7
"632",100,"JACLYN","DR",4,"",7,3,4,736,25,"6/15/2016",1985,"O",2,"Local",1,"3",13002109,"31",6
"633",100,"JAMES","ST",3,"",6,3,3,324,54,"4/15/2016",1985,"F",3,"PA",4,"6",12577844,"31",6
"634",100,"JAMESVILLE","AVE",6,"",5,3,4,400,18,"5/14/2016",1999,"O",2,"Local",1,"3",12577500,"17",6
"635",100,"JANET","DR",4,"",3,1,3,500,32,"6/15/2016",2000,"O",2,"Local",1,"3",12578533,"16",3
"636",100,"JASPER","PL",1,"",3,2,2,415,14,"5/15/2016",1999,"F",3,"Local",1,"6",12580102,"17",4
"637",100,"JASPER","ST",3,"",6,2,3,1320,25,"5/15/2016",1999,"F",3,"Local",1,"6",12580118,"17",5
"638",100,"JEROME","ST",3,"",7,3,5,300,27,"5/14/2016",1985,"O",2,"Local",1,"3",12578475,"31",6
"639",100,"JOHN","ST",3,"",7,4,3,1210,34,"4/15/2016",2006,"F",3,"Local",1,"6",12580042,"10",7
"640",100,"JOHN","ST",3,"",7,4,3,1210,34,"4/15/2016",2006,"F",3,"Local",1,"6",12580062,"10",7
"641",100,"JOSEPHINE","ST",3,"",5,3,4,686,33,"4/14/2016",1999,"O",2,"Local",1,"3",12580032,"17",6
"642",100,"JUDSON","ST",3,"",8,3,5,446,25,"6/15/2016",2002,"F",3,"Local",1,"6",12577634,"14",7
"643",100,"JULIAN","PL",1,"",3,2,1,360,0,"5/14/2016",1985,"PRI",4,"Local",1,"3",13028190,"31",3
"644",100,"JULIAN","PL",1,"",3,2,1,360,0,"5/14/2016",1985,"PRI",4,"Local",1,"3",12577146,"31",3
"645",100,"JULIAN","PL",1,"",3,2,1,360,0,"5/14/2016",1985,"PRI",4,"Local",1,"3",12577142,"31",3
"646",100,"JULIAN","PL",1,"",3,2,1,360,0,"5/14/2016",1985,"PRI",4,"Local",1,"3",13012112,"31",3
"647",100,"JUNEWAY","RD",5,"",7,3,5,792,20,"4/14/2016",2003,"O",2,"Local",1,"3",12572272,"13",7
"648",100,"JUNEWAY","RD",5,"",7,3,5,792,20,"4/14/2016",2003,"O",2,"Local",1,"3",12572275,"13",7
"649",100,"KANDACE","ST",3,"",6,3,4,313,24,"4/14/2016",1985,"O",2,"Local",1,"3",12572993,"31",6
"650",100,"KANE","RD",5,"",2,2,1,264,24,"4/15/2016",1985,"O",2,"Local",1,"3",12574852,"31",3
"651",100,"KAPPESSER","ST",3,"",8,5,3,686,27,"4/14/2016",2009,"F",3,"Local",1,"6",12580218,"7",8
"652",100,"KEEN","PL",1,"",6,3,3,634,32,"6/14/2016",1985,"O",2,"Local",1,"3",12571964,"31",6
"653",100,"KELLOGG","ST",3,"",9,5,5,625,25,"9/14/2016",2013,"F",3,"Local",1,"6",12573301,"3",10
"654",100,"KELLOGG","ST",3,"",9,5,5,625,25,"9/14/2016",2013,"F",3,"Local",1,"6",12573304,"3",10
"655",100,"KENMORE","AVE",6,"",6,3,3,1162,30,"4/15/2016",1985,"O",2,"Local",1,"6",12576726,"31",6
"656",100,"KENNEDY","ST",3,"E",4,3,2,519,32,"4/15/2016",1985,"F",3,"Local",1,"6",12577263,"31",5
"657",100,"KENNEDY","ST",3,"W",4,2,1,616,30,"5/14/2016",1999,"F",3,"Local",1,"6",12577255,"17",3
"658",100,"KENSINGTON","PL",1,"",5,3,2,453,28,"4/14/2016",1985,"F",3,"Local",1,"6",12577551,"31",5
"659",100,"KENSINGTON","RD",5,"",7,3,4,234,24,"4/14/2016",2001,"O",2,"Local",1,"3",12577539,"15",6
"660",100,"KENWICK","DR",4,"",6,3,5,861,25,"4/14/2016",1989,"O",2,"Local",1,"3",12580479,"27",6
"661",100,"KENWOOD","AVE",6,"",4,3,2,858,25,"4/14/2016",1989,"O",2,"Local",1,"3",12580583,"27",5
"662",100,"KIDD","AVE",6,"",6,3,5,662,20,"4/14/2016",1999,"O",2,"Local",1,"3",12578785,"17",6
"663",100,"KILLIAN","DR",4,"",6,3,4,443,27,"5/14/2016",1999,"O",2,"Local",1,"3",12578668,"17",6
"664",100,"KILLIAN","DR",4,"",6,3,4,443,27,"5/14/2016",1999,"O",2,"Local",1,"3",12578662,"17",6
"665",100,"KIMBER","AVE",6,"",6,4,3,499,22,"6/14/2016",1985,"O",2,"Local",1,"3",12571748,"31",6
"666",100,"KIMBER","RD",5,"",7,3,5,1260,29,"5/14/2016",2004,"O",2,"MA",3,"3",12578673,"12",7
"667",100,"KIMBER","RD",5,"",7,3,5,1260,29,"5/14/2016",2004,"O",2,"MA",3,"3",13028219,"12",7
"668",100,"KINCAID","AVE",6,"",5,3,2,317,0,"6/14/2016",1999,"O",2,"Local",1,"3",12574833,"17",5
"669",100,"KING","ST",3,"",10,5,5,860,27,"10/13/2016",2013,"F",3,"Local",1,"6",12573370,"3",10
"670",100,"KINNE","ST",3,"",6,3,4,282,27,"4/14/2016",1999,"O",2,"Local",1,"3",12580396,"17",6
"671",100,"KIRK","AVE",6,"",6,4,3,546,27,"4/15/2016",2002,"F",3,"Local",1,"6",12577254,"14",7
"672",100,"KIRK PARK","DR",4,"",4,2,1,1695,NA,"3/15/2016",1985,"O",2,"Parks",5,"",12573190,"31",3
"673",100,"KIRKWOOD","PL",1,"",4,3,2,309,27,"4/14/2016",1985,"F",3,"Local",1,"6",12572154,"31",5
"674",100,"KLINE","ST",3,"",8,4,4,306,27,"4/14/2016",1985,"F",3,"Local",1,"6",12580465,"31",7
"675",100,"KNAUL","ST",3,"",7,4,3,312,27,"4/14/2016",2005,"F",3,"Local",1,"6",12580233,"11",7
"676",100,"KRAMER","DR",4,"",7,3,5,411,25,"4/15/2016",1985,"O",2,"Local",1,"3",12571722,"31",7
"677",100,"KUHL","AVE",6,"",6,4,3,211,11,"4/15/2016",2002,"O",2,"Local",1,"3",12580604,"14",7
"678",100,"LACY","PL",1,"",8,4,5,317,35,"6/15/2016",1985,"F",3,"Local",1,"3",12575257,"31",8
"679",100,"LAFAYETTE","AVE",6,"E",3,2,1,900,30,"6/15/2016",1985,"F",3,"Local",1,"3",12576854,"31",3
"680",100,"LAFAYETTE","AVE",6,"W",4,2,2,768,30,"6/15/2016",1985,"F",3,"Local",1,"3",12576811,"31",4
"681",100,"LAKEVIEW","AVE",6,"",5,3,3,990,27,"4/14/2016",2002,"F",3,"Local",1,"6",12573522,"14",6
"682",100,"LAMSON","ST",3,"",8,3,5,686,24,"4/14/2016",2009,"F",3,"Local",1,"6",12581258,"7",8
"683",100,"LAMSON","ST",3,"",8,3,5,686,24,"4/14/2016",2009,"F",3,"Local",1,"6",13001423,"7",8
"684",100,"LANCASTER","PL",1,"",8,4,5,264,27,"5/14/2016",1985,"F",3,"Local",1,"3",12577521,"31",8
"685",100,"LANDMARK","PL",1,"",2,2,2,213,20,"6/14/2016",1985,"O",2,"Local",1,"3",12577708,"31",3
"686",100,"LANDON","AVE",6,"",5,3,2,387,27,"3/15/2016",2002,"F",3,"Local",1,"6",12577253,"14",5
"687",100,"LARNED","ST",3,"",4,2,2,317,25,"4/14/2016",2000,"F",3,"Local",1,"6",12573375,"16",4
"688",100,"LATTER","DR",4,"",6,3,4,363,25,"6/15/2016",1999,"O",2,"Local",1,"3",12576544,"17",6
"689",100,"LAWRENCE","ST",3,"",6,4,2,966,25,"4/15/2016",1999,"F",3,"Local",1,"3",12580158,"17",6
"690",100,"LEA","LN",8,"",4,2,4,686,0,"5/15/2016",1985,"F",3,"Local",1,"3",12581028,"31",4
"691",100,"LENNOX","AVE",6,"",6,3,4,303,29,"5/14/2016",1985,"O",2,"Local",1,"3",12578481,"31",6
"692",100,"LEWIS","ST",3,"",4,2,4,363,30,"6/14/2016",1985,"O",2,"Local",1,"3",12572860,"31",5
"693",100,"LEWIS","ST",3,"",4,2,4,363,30,"6/14/2016",1985,"O",2,"Local",1,"3",12572857,"31",5
"694",100,"LEXINGTON","AVE",6,"",5,3,2,720,34,"6/15/2016",1985,"F",3,"Local",1,"6",12578210,"31",5
"695",100,"LEXINGTON","AVE",6,"",5,3,2,720,34,"6/15/2016",1985,"F",3,"Local",1,"6",12578197,"31",5
"696",100,"LIBERTY","ST",3,"",5,3,2,630,25,"4/14/2016",1985,"F",3,"Local",1,"6",12573526,"31",5
"697",100,"LIBERTY","ST",3,"",5,3,2,630,25,"4/14/2016",1985,"F",3,"Local",1,"6",12573453,"31",5
"698",100,"LILAC","ST",3,"",8,4,4,733,24,"4/14/2016",2003,"F",3,"Local",1,"6",12580044,"13",7
"699",100,"LILLIAN","AVE",6,"",6,3,3,310,25,"5/15/2016",1985,"O",2,"Local",1,"3",12581072,"31",6
"700",100,"LIME","ST",3,"",6,3,3,367,27,"5/14/2016",1999,"O",2,"Local",1,"3",12579020,"17",6
"701",100,"LINCOLN","AVE",6,"",5,3,3,1120,NA,"3/15/2016",2002,"F",3,"Local",1,"6",12573345,"14",6
"702",100,"LINCOLN PARK","DR",4,"",7,4,3,715,24,"4/15/2016",2004,"F",3,"Local",1,"6",12580318,"12",7
"703",100,"LINDEN","ST",3,"",3,2,1,370,27,"4/14/2016",1985,"F",3,"Local",1,"6",12577388,"31",3
"704",100,"LISTMAN","AVE",6,"",7,4,4,246,24,"4/15/2016",1999,"O",2,"Local",1,"3",12580635,"17",7
"705",100,"LOCKWOOD","RD",5,"",6,3,5,750,24,"5/14/2016",1989,"O",2,"Local",1,"3",12578671,"27",6
"706",100,"LODI","ST",3,"",4,3,1,732,55,"4/14/2016",1985,"F",3,"MA",3,"6",12578263,"31",5
"707",100,"LODI","ST",3,"",4,3,1,732,55,"4/14/2016",1985,"F",3,"MA",3,"6",13001803,"31",5
"708",100,"LODI","ST",3,"",4,3,1,732,55,"4/14/2016",1985,"F",3,"MA",3,"6",12578254,"31",5
"709",100,"LOEHR","AVE",6,"",5,3,2,317,25,"4/14/2016",1985,"O",2,"Local",1,"3",12573000,"31",5
"710",100,"LOMA","AVE",6,"",6,4,2,957,27,"4/15/2016",2004,"F",3,"Local",1,"6",12580655,"12",6
"711",100,"LONGMEADOW","DR",4,"",6,2,4,1290,27,"6/15/2016",1985,"O",2,"Local",1,"3",12564379,"31",5
"712",100,"LOOMIS","AVE",6,"",6,3,4,445,29,"6/14/2016",1985,"O",2,"Local",1,"3",12571943,"31",6
"713",100,"LORRAINE","AVE",6,"N",4,3,2,528,24,"3/15/2016",1985,"F",3,"Local",1,"3",12577499,"31",5
"714",100,"LOWELL","AVE",6,"N",5,2,3,455,36,"6/14/2016",2000,"F",3,"Local",1,"6",12573393,"16",5
"715",100,"LOWELL","AVE",6,"S",8,4,5,280,30,"6/14/2016",2003,"F",3,"Local",1,"6",12573390,"13",8
"716",100,"LUDDINGTON","ST",3,"",4,2,2,728,26,"4/14/2016",1985,"O",2,"Local",1,"3",12581166,"31",4
"717",100,"LYDELL","ST",3,"",8,4,4,807,25,"4/14/2016",1985,"O",2,"Local",1,"3",13020705,"31",7
"718",100,"LYDELL","ST",3,"",8,4,4,807,25,"4/14/2016",1985,"O",2,"Local",1,"3",12573038,"31",7
"719",100,"LYDELL","ST",3,"",8,4,4,807,25,"4/14/2016",1985,"O",2,"Local",1,"3",12573032,"31",7
"720",100,"LYNCH","AVE",6,"",7,3,4,235,23,"6/14/2016",1999,"O",2,"Local",1,"3",12571914,"17",6
"721",100,"LYNCH","ST",3,"",7,4,4,845,30,"4/14/2016",2004,"O",2,"Local",1,"3",12578329,"12",7
"722",100,"LYNCH","ST",3,"",7,4,4,845,30,"4/14/2016",2004,"O",2,"Local",1,"3",12578321,"12",7
"723",100,"LYNHURST","AVE",6,"W",6,3,3,821,27,"6/15/2016",1999,"O",2,"Local",1,"3",12576768,"17",6
"724",100,"LYNN","CIR",7,"",6,3,3,1047,29,"6/15/2016",1999,"O",2,"Local",1,"3",12576540,"17",6
"725",100,"LYNWOOD","AVE",6,"",3,2,1,686,24,"4/14/2016",1985,"F",3,"Local",1,"6",12581255,"31",3
"726",100,"MADISON","ST",3,"",5,3,2,490,48,"4/14/2016",1985,"F",3,"Local",1,"6",12577680,"31",5
"727",100,"MAGNOLIA","ST",3,"",7,4,3,876,29,"6/14/2016",2006,"F",3,"Local",1,"6",12573445,"10",7
"728",100,"MAINS","AVE",6,"",6,3,3,400,28,"4/15/2016",1999,"O",2,"Local",1,"3",12571770,"17",6
"729",100,"MAINS","AVE",6,"",6,3,3,400,28,"4/15/2016",1999,"O",2,"Local",1,"3",12571767,"17",6
"730",100,"MALCOLM","ST",3,"",4,2,2,528,27,"4/14/2016",1985,"F",3,"Local",1,"6",12573244,"31",4
"731",100,"MALVERNE","DR",4,"",4,3,2,884,27,"4/15/2016",2002,"F",3,"Local",1,"6",12580657,"14",5
"732",100,"MANILLA","ST",3,"",6,3,3,485,23,"4/15/2016",2004,"O",2,"Local",1,"3",12578249,"12",6
"733",100,"MANOR","DR",4,"",7,4,3,1260,27,"6/15/2016",1999,"O",2,"Local",1,"3",12579568,"17",7
"734",100,"MAPLEHURST","AVE",6,"",4,3,2,630,NA,"4/15/2016",1982,"F",3,"Local",1,"6",12580675,"34",5
"735",100,"MAPLEWOOD","AVE",6,"",6,3,3,1152,30,"6/15/2016",1999,"O",2,"Local",1,"3",12564408,"17",6
"736",100,"MARCELLUS","ST",3,"",3,2,2,423,35,"4/15/2016",1985,"F",3,"Local",1,"6",13002336,"31",4
"737",100,"MARCELLUS","ST",3,"",3,2,2,423,35,"4/15/2016",1985,"F",3,"Local",1,"6",12573713,"31",4
"738",100,"MARCELLUS","ST",3,"W",6,3,4,525,35,"6/14/2016",1985,"O",2,"Local",1,"3",12573428,"31",6
"739",100,"MARCIA","ST",3,"",5,2,4,211,NA,"4/14/2016",1985,"O",2,"Local",1,"3",12580581,"31",5
"740",100,"MARGINAL","ST",3,"",6,4,2,581,22,"3/15/2016",1985,"O",2,"Local",1,"3",12573208,"31",6
"741",100,"MARIPOSA","ST",3,"",7,3,3,652,24,"4/14/2016",1999,"O",2,"Local",1,"3",12580419,"17",6
"742",100,"MARIS","DR",4,"",6,3,3,521,26,"4/15/2016",1985,"O",2,"Local",1,"3",12571707,"31",6
"743",100,"MARIS","DR",4,"",6,3,3,521,26,"4/15/2016",1985,"O",2,"Local",1,"3",12571723,"31",6
"744",100,"MARJORIE","ST",3,"",6,3,4,370,24,"5/14/2016",2000,"O",2,"Local",1,"3",12576503,"16",6
"745",100,"MARK","AVE",6,"",5,3,1,528,28,"3/15/2016",1985,"F",3,"Local",1,"6",12577224,"31",4
"746",100,"MARK","AVE",6,"",5,3,1,528,28,"3/15/2016",1985,"F",3,"Local",1,"6",12577223,"31",4
"747",100,"MARKET","ST",3,"",6,3,2,317,16,"6/14/2016",1985,"F",3,"Local",1,"6",12577839,"31",5
"748",100,"MARKLAND","AVE",6,"",5,3,2,400,NA,"3/15/2016",1999,"O",2,"Local",1,"3",12572927,"17",5
"749",100,"MARLBOROUGH","RD",5,"",5,3,3,470,27,"5/15/2016",1999,"O",2,"Local",1,"3",12581021,"17",6
"750",100,"MARLETT","ST",3,"",7,4,4,291,31,"6/14/2016",1985,"O",2,"Local",1,"3",12571936,"31",7
"751",100,"MARSHALL","ST",3,"",NA,NA,NA,615,36,"3/8/2016",1999,"F",3,"Local",1,"6",12578097,"17",NA
"752",100,"MARTIN","ST",3,"",6,3,3,970,30,"4/14/2016",1985,"O",2,"Local",1,"3",12580585,"31",6
"753",100,"MARVIN","RD",5,"",5,3,2,742,30,"6/14/2016",2000,"O",2,"Local",1,"3",12571930,"16",5
"754",100,"MARY","ST",3,"",7,3,3,1164,34,"4/14/2016",2005,"F",3,"Local",1,"6",13028384,"11",6
"755",100,"MARY","ST",3,"",7,3,3,1164,34,"4/14/2016",2005,"F",3,"Local",1,"6",12580047,"11",6
"756",100,"MARY","ST",3,"",7,3,3,1164,34,"4/14/2016",2005,"F",3,"Local",1,"6",12580040,"11",6
"757",100,"MASSENA","ST",3,"",5,2,3,330,33,"4/14/2016",1999,"O",2,"Local",1,"3",12573286,"17",5
"758",100,"MATHER","ST",3,"",5,3,2,1040,32,"4/15/2016",1999,"O",2,"Local",1,"6",12578294,"17",5
"759",100,"MATSON","AVE",6,"E",4,2,2,634,24,"6/15/2016",1985,"F",3,"Local",1,"6",12576765,"31",4
"760",100,"MATSON","AVE",6,"W",6,4,2,1621,24,"6/15/2016",1985,"O",2,"Local",1,"3",12576735,"31",6
"761",100,"MAURICE","AVE",6,"",6,3,3,614,32,"6/14/2016",1999,"O",2,"Local",1,"3",12571929,"17",6
"762",100,"MAXWELL","AVE",6,"",8,4,4,551,26,"4/15/2016",2008,"O",2,"Local",1,"3",12571776,"8",8
"763",100,"MAY","AVE",6,"",8,4,4,477,26,"4/15/2016",2004,"F",3,"Local",1,"6",12572048,"12",7
"764",100,"MAYAR","ST",3,"",5,3,3,845,22,"4/14/2016",1989,"O",2,"Local",1,"3",12580314,"27",6
"765",100,"MAYWOOD","DR",4,"",6,3,5,885,27,"5/14/2016",2009,"O",2,"Local",1,"3",12576627,"7",7
"766",100,"MCALLISTER","AVE",6,"",4,2,2,588,29,"3/15/2016",1985,"F",3,"Local",1,"6",12576874,"31",4
"767",100,"MCBRIDE","ST",3,"N",4,3,3,528,30,"4/14/2016",1985,"F",3,"Local",1,"6",12577908,"31",5
"768",100,"MCBRIDE","ST",3,"N",4,3,3,528,30,"4/14/2016",1985,"F",3,"Local",1,"6",13001801,"31",5
"769",100,"MCBRIDE","ST",3,"S",5,3,3,486,30,"4/14/2016",1985,"F",3,"CO",2,"6",13001892,"31",5
"770",100,"MCBRIDE","ST",3,"S",5,3,3,486,30,"4/14/2016",1985,"F",3,"CO",2,"6",12577890,"31",5
"771",100,"MCCARTHY","AVE",6,"",5,3,5,581,29,"4/14/2016",2003,"F",3,"Local",1,"6",12577703,"13",7
"772",100,"MCCLURE","AVE",6,"",3,2,2,581,25,"3/15/2016",1999,"F",3,"Local",1,"6",12576871,"17",4
"773",100,"MCCORMICK","AVE",6,"",8,4,5,264,12,"4/15/2016",1999,"F",3,"Local",1,"6",12573663,"17",8
"774",100,"MCCORMICK","AVE",6,"",8,4,5,264,12,"4/15/2016",1999,"F",3,"Local",1,"6",12573661,"17",8
"775",100,"MCDONALD","RD",5,"",8,3,5,634,24,"4/15/2016",2005,"?",1,"CO",2,"3",12571827,"11",8
"776",100,"MCDONALD","RD",5,"",8,3,5,634,24,"4/15/2016",2005,"?",1,"CO",2,"3",12571842,"11",8
"777",100,"MCKINLEY","AVE",6,"",5,3,2,588,27,"3/15/2016",1985,"F",3,"Local",1,"3",12576884,"31",5
"778",100,"MCLENNAN","AVE",6,"",3,2,2,590,28,"4/15/2016",2002,"F",3,"Local",1,"6",12577245,"14",4
"779",100,"MEADOWBROOK","DR",4,"",6,3,4,300,40,"3/15/2016",1985,"O",2,"Local",1,"3",12577516,"31",6
"780",100,"MEADOWBROOK","DR",4,"",6,3,4,300,40,"3/15/2016",1985,"O",2,"Local",1,"3",13010994,"31",6
"781",100,"MEDORA","PL",1,"",6,3,3,595,28,"6/14/2016",1999,"O",2,"Local",1,"3",12571968,"17",6
"782",100,"MELBOURNE","AVE",6,"",5,3,3,550,30,"5/14/2016",2001,"O",2,"Local",1,"3",12578967,"15",6
"783",100,"MELROSE","AVE",6,"",6,3,3,630,25,"4/14/2016",1985,"F",3,"Local",1,"6",12580434,"31",6
"784",100,"MELROSE","AVE",6,"",6,3,3,630,25,"4/14/2016",1985,"F",3,"Local",1,"6",12580429,"31",6
"785",100,"MENLO","DR",4,"",6,2,4,411,27,"5/14/2016",2003,"F",3,"Local",1,"6",13012950,"13",6
"786",100,"MENLO","DR",4,"",6,2,4,411,27,"5/14/2016",2003,"F",3,"Local",1,"6",12576759,"13",6
"787",100,"MERRILL","ST",3,"",8,4,4,754,24,"4/14/2016",2005,"O",2,"Local",1,"3",12580596,"11",8
"788",100,"MERRIMAN","AVE",6,"",5,3,3,530,25,"3/15/2016",1999,"F",3,"Local",1,"6",12573302,"17",6
"789",100,"MERRITT","AVE",6,"",6,3,4,1197,28,"4/15/2016",1999,"O",2,"Local",1,"3",12571711,"17",6
"790",100,"MERTENS","AVE",6,"",5,3,5,320,27,"4/14/2016",1999,"O",2,"Local",1,"3",12580299,"17",6
"791",100,"MERZ","AVE",6,"",5,3,2,422,35,"5/15/2016",1985,"F",3,"Local",1,"6",12580127,"31",5
"792",100,"MICHAELS","AVE",6,"",8,4,5,581,24,"4/14/2016",2003,"F",3,"Local",1,"6",12580558,"13",8
"793",100,"MICHAELS","CIR",7,"",5,3,5,158,20,"3/15/2016",1985,"F",3,"Local",1,"3",12577313,"31",6
"794",100,"MIDLAND","AVE",6,"",6,3,3,342,34,"4/14/2016",2005,"F",3,"MA",3,"6",12573349,"11",6
"795",100,"MIDLAND","AVE",6,"",6,3,3,342,34,"4/14/2016",2005,"F",3,"MA",3,"6",12573350,"11",6
"796",100,"MIDLER","AVE",6,"N",10,5,5,711,36,"10/13/2016",2013,"F",3,"MA",3,"4",12581107,"3",9
